"","Age","Electorate","Sex","count","right_left"
"1743","70–74 Years","Ilam","Male",1053,0.332043179825225
"1744","75–79 Years","Ilam","Male",783,0.332043179825225
"1745","80–84 Years","Ilam","Male",660,0.332043179825225
"1746","85 Years And Over","Ilam","Male",510,0.332043179825225
"1747","0–4 Years","Ilam","Female",1449,0.332043179825225
"1748","5–9 Years","Ilam","Female",1581,0.332043179825225
"1749","10–14 Years","Ilam","Female",1968,0.332043179825225
"1750","15–19 Years","Ilam","Female",2649,0.332043179825225
"1751","20–24 Years","Ilam","Female",2727,0.332043179825225
"1752","25–29 Years","Ilam","Female",1683,0.332043179825225
"1753","30–34 Years","Ilam","Female",1566,0.332043179825225
"1754","35–39 Years","Ilam","Female",1599,0.332043179825225
"1755","40–44 Years","Ilam","Female",2184,0.332043179825225
"1756","45–49 Years","Ilam","Female",2316,0.332043179825225
"1757","50–54 Years","Ilam","Female",2307,0.332043179825225
"1758","55–59 Years","Ilam","Female",1968,0.332043179825225
"1759","60–64 Years","Ilam","Female",1671,0.332043179825225
"1760","65–69 Years","Ilam","Female",1449,0.332043179825225
"1761","70–74 Years","Ilam","Female",1245,0.332043179825225
"1762","75–79 Years","Ilam","Female",1089,0.332043179825225
"1763","80–84 Years","Ilam","Female",936,0.332043179825225
"1764","85 Years And Over","Ilam","Female",1020,0.332043179825225
"1765","0–4 Years","Rangitata","Male",2202,0.333557087935559
"1766","5–9 Years","Rangitata","Male",2037,0.333557087935559
"1767","10–14 Years","Rangitata","Male",2127,0.333557087935559
"1768","15–19 Years","Rangitata","Male",2040,0.333557087935559
"1769","20–24 Years","Rangitata","Male",1782,0.333557087935559
"1770","25–29 Years","Rangitata","Male",1692,0.333557087935559
"1771","30–34 Years","Rangitata","Male",1674,0.333557087935559
"1772","35–39 Years","Rangitata","Male",1773,0.333557087935559
"1773","40–44 Years","Rangitata","Male",2073,0.333557087935559
"1774","45–49 Years","Rangitata","Male",2148,0.333557087935559
"1775","50–54 Years","Rangitata","Male",2274,0.333557087935559
"1776","55–59 Years","Rangitata","Male",2061,0.333557087935559
"1777","60–64 Years","Rangitata","Male",2064,0.333557087935559
"1778","65–69 Years","Rangitata","Male",1626,0.333557087935559
"1779","70–74 Years","Rangitata","Male",1416,0.333557087935559
"1780","75–79 Years","Rangitata","Male",1038,0.333557087935559
"1781","80–84 Years","Rangitata","Male",849,0.333557087935559
"1782","85 Years And Over","Rangitata","Male",549,0.333557087935559
"1783","0–4 Years","Rangitata","Female",1968,0.333557087935559
"1784","5–9 Years","Rangitata","Female",1866,0.333557087935559
"1785","10–14 Years","Rangitata","Female",1986,0.333557087935559
"1786","15–19 Years","Rangitata","Female",1818,0.333557087935559
"1787","20–24 Years","Rangitata","Female",1647,0.333557087935559
"1788","25–29 Years","Rangitata","Female",1692,0.333557087935559
"1789","30–34 Years","Rangitata","Female",1749,0.333557087935559
"1790","35–39 Years","Rangitata","Female",1956,0.333557087935559
"1791","40–44 Years","Rangitata","Female",2187,0.333557087935559
"1792","45–49 Years","Rangitata","Female",2316,0.333557087935559
"1793","50–54 Years","Rangitata","Female",2355,0.333557087935559
"1794","55–59 Years","Rangitata","Female",2088,0.333557087935559
"1795","60–64 Years","Rangitata","Female",2058,0.333557087935559
"1796","65–69 Years","Rangitata","Female",1779,0.333557087935559
"1797","70–74 Years","Rangitata","Female",1530,0.333557087935559
"1798","75–79 Years","Rangitata","Female",1302,0.333557087935559
"1799","80–84 Years","Rangitata","Female",1053,0.333557087935559
"1800","85 Years And Over","Rangitata","Female",1110,0.333557087935559
"1801","0–4 Years","Waitaki","Male",2025,0.353383043358188
"1802","5–9 Years","Waitaki","Male",2037,0.353383043358188
"1803","10–14 Years","Waitaki","Male",2079,0.353383043358188
"1804","15–19 Years","Waitaki","Male",1872,0.353383043358188
"1805","20–24 Years","Waitaki","Male",1341,0.353383043358188
"1806","25–29 Years","Waitaki","Male",1371,0.353383043358188
"1807","30–34 Years","Waitaki","Male",1506,0.353383043358188
"1808","35–39 Years","Waitaki","Male",1848,0.353383043358188
"1809","40–44 Years","Waitaki","Male",2118,0.353383043358188
"1810","45–49 Years","Waitaki","Male",2232,0.353383043358188
"1811","50–54 Years","Waitaki","Male",2457,0.353383043358188
"1812","55–59 Years","Waitaki","Male",2430,0.353383043358188
"1813","60–64 Years","Waitaki","Male",2379,0.353383043358188
"1814","65–69 Years","Waitaki","Male",2172,0.353383043358188
"1815","70–74 Years","Waitaki","Male",1731,0.353383043358188
"1816","75–79 Years","Waitaki","Male",1098,0.353383043358188
"1817","80–84 Years","Waitaki","Male",777,0.353383043358188
"1818","85 Years And Over","Waitaki","Male",540,0.353383043358188
"1819","0–4 Years","Waitaki","Female",1878,0.353383043358188
"1820","5–9 Years","Waitaki","Female",2001,0.353383043358188
"1821","10–14 Years","Waitaki","Female",2031,0.353383043358188
"1822","15–19 Years","Waitaki","Female",1485,0.353383043358188
"1823","20–24 Years","Waitaki","Female",1236,0.353383043358188
"1824","25–29 Years","Waitaki","Female",1359,0.353383043358188
"1825","30–34 Years","Waitaki","Female",1677,0.353383043358188
"1826","35–39 Years","Waitaki","Female",1929,0.353383043358188
"1827","40–44 Years","Waitaki","Female",2340,0.353383043358188
"1828","45–49 Years","Waitaki","Female",2448,0.353383043358188
"1829","50–54 Years","Waitaki","Female",2625,0.353383043358188
"1830","55–59 Years","Waitaki","Female",2397,0.353383043358188
"1831","60–64 Years","Waitaki","Female",2442,0.353383043358188
"1832","65–69 Years","Waitaki","Female",2205,0.353383043358188
"1833","70–74 Years","Waitaki","Female",1686,0.353383043358188
"1834","75–79 Years","Waitaki","Female",1113,0.353383043358188
"1835","80–84 Years","Waitaki","Female",915,0.353383043358188
"1836","85 Years And Over","Waitaki","Female",888,0.353383043358188
"1837","0–4 Years","Waimakariri","Male",1695,0.374831018802999
"1838","5–9 Years","Waimakariri","Male",2010,0.374831018802999
"1839","10–14 Years","Waimakariri","Male",2190,0.374831018802999
"1840","15–19 Years","Waimakariri","Male",2034,0.374831018802999
"1841","20–24 Years","Waimakariri","Male",1506,0.374831018802999
"1842","25–29 Years","Waimakariri","Male",1179,0.374831018802999
"1843","30–34 Years","Waimakariri","Male",1215,0.374831018802999
"1844","35–39 Years","Waimakariri","Male",1584,0.374831018802999
"1845","40–44 Years","Waimakariri","Male",2169,0.374831018802999
"1846","45–49 Years","Waimakariri","Male",2298,0.374831018802999
"1847","50–54 Years","Waimakariri","Male",2250,0.374831018802999
"1848","55–59 Years","Waimakariri","Male",2001,0.374831018802999
"1849","60–64 Years","Waimakariri","Male",1953,0.374831018802999
"1850","65–69 Years","Waimakariri","Male",1659,0.374831018802999
"1851","70–74 Years","Waimakariri","Male",1290,0.374831018802999
"1852","75–79 Years","Waimakariri","Male",888,0.374831018802999
"1853","80–84 Years","Waimakariri","Male",642,0.374831018802999
"1854","85 Years And Over","Waimakariri","Male",378,0.374831018802999
"1855","0–4 Years","Waimakariri","Female",1746,0.374831018802999
"1856","5–9 Years","Waimakariri","Female",1980,0.374831018802999
"1857","10–14 Years","Waimakariri","Female",2094,0.374831018802999
"1858","15–19 Years","Waimakariri","Female",1899,0.374831018802999
"1859","20–24 Years","Waimakariri","Female",1254,0.374831018802999
"1860","25–29 Years","Waimakariri","Female",1194,0.374831018802999
"1861","30–34 Years","Waimakariri","Female",1407,0.374831018802999
"1862","35–39 Years","Waimakariri","Female",1860,0.374831018802999
"1863","40–44 Years","Waimakariri","Female",2508,0.374831018802999
"1864","45–49 Years","Waimakariri","Female",2412,0.374831018802999
"1865","50–54 Years","Waimakariri","Female",2352,0.374831018802999
"1866","55–59 Years","Waimakariri","Female",2082,0.374831018802999
"1867","60–64 Years","Waimakariri","Female",1977,0.374831018802999
"1868","65–69 Years","Waimakariri","Female",1755,0.374831018802999
"1869","70–74 Years","Waimakariri","Female",1380,0.374831018802999
"1870","75–79 Years","Waimakariri","Female",951,0.374831018802999
"1871","80–84 Years","Waimakariri","Female",693,0.374831018802999
"1872","85 Years And Over","Waimakariri","Female",609,0.374831018802999
"1873","0–4 Years","Rangitīkei","Male",2460,0.381774787018928
"1874","5–9 Years","Rangitīkei","Male",2478,0.381774787018928
"1875","10–14 Years","Rangitīkei","Male",2565,0.381774787018928
"1876","15–19 Years","Rangitīkei","Male",2658,0.381774787018928
"1877","20–24 Years","Rangitīkei","Male",2184,0.381774787018928
"1878","25–29 Years","Rangitīkei","Male",1758,0.381774787018928
"1879","30–34 Years","Rangitīkei","Male",1599,0.381774787018928
"1880","35–39 Years","Rangitīkei","Male",1908,0.381774787018928
"1881","40–44 Years","Rangitīkei","Male",2214,0.381774787018928
"1882","45–49 Years","Rangitīkei","Male",2418,0.381774787018928
"1883","50–54 Years","Rangitīkei","Male",2583,0.381774787018928
"1884","55–59 Years","Rangitīkei","Male",2292,0.381774787018928
"1885","60–64 Years","Rangitīkei","Male",2052,0.381774787018928
"1886","65–69 Years","Rangitīkei","Male",1746,0.381774787018928
"1887","70–74 Years","Rangitīkei","Male",1314,0.381774787018928
"1888","75–79 Years","Rangitīkei","Male",909,0.381774787018928
"1889","80–84 Years","Rangitīkei","Male",567,0.381774787018928
"1890","85 Years And Over","Rangitīkei","Male",384,0.381774787018928
"1891","0–4 Years","Rangitīkei","Female",2379,0.381774787018928
"1892","5–9 Years","Rangitīkei","Female",2412,0.381774787018928
"1893","10–14 Years","Rangitīkei","Female",2445,0.381774787018928
"1894","15–19 Years","Rangitīkei","Female",2505,0.381774787018928
"1895","20–24 Years","Rangitīkei","Female",1917,0.381774787018928
"1896","25–29 Years","Rangitīkei","Female",1794,0.381774787018928
"1897","30–34 Years","Rangitīkei","Female",1815,0.381774787018928
"1898","35–39 Years","Rangitīkei","Female",2073,0.381774787018928
"1899","40–44 Years","Rangitīkei","Female",2424,0.381774787018928
"1900","45–49 Years","Rangitīkei","Female",2640,0.381774787018928
"1901","50–54 Years","Rangitīkei","Female",2607,0.381774787018928
"1902","55–59 Years","Rangitīkei","Female",2271,0.381774787018928
"1903","60–64 Years","Rangitīkei","Female",2031,0.381774787018928
"1904","65–69 Years","Rangitīkei","Female",1614,0.381774787018928
"1905","70–74 Years","Rangitīkei","Female",1320,0.381774787018928
"1906","75–79 Years","Rangitīkei","Female",894,0.381774787018928
"1907","80–84 Years","Rangitīkei","Female",648,0.381774787018928
"1908","85 Years And Over","Rangitīkei","Female",651,0.381774787018928
"1909","0–4 Years","Coromandel","Male",1893,0.390672876578012
"1910","5–9 Years","Coromandel","Male",1998,0.390672876578012
"1911","10–14 Years","Coromandel","Male",2154,0.390672876578012
"1912","15–19 Years","Coromandel","Male",1881,0.390672876578012
"1913","20–24 Years","Coromandel","Male",1413,0.390672876578012
"1914","25–29 Years","Coromandel","Male",1221,0.390672876578012
"1915","30–34 Years","Coromandel","Male",1197,0.390672876578012
"1916","35–39 Years","Coromandel","Male",1482,0.390672876578012
"1917","40–44 Years","Coromandel","Male",1926,0.390672876578012
"1918","45–49 Years","Coromandel","Male",2073,0.390672876578012
"1919","50–54 Years","Coromandel","Male",2316,0.390672876578012
"1920","55–59 Years","Coromandel","Male",2418,0.390672876578012
"1921","60–64 Years","Coromandel","Male",2571,0.390672876578012
"1922","65–69 Years","Coromandel","Male",2544,0.390672876578012
"1923","70–74 Years","Coromandel","Male",2085,0.390672876578012
"1924","75–79 Years","Coromandel","Male",1419,0.390672876578012
"1925","80–84 Years","Coromandel","Male",987,0.390672876578012
"1926","85 Years And Over","Coromandel","Male",603,0.390672876578012
"1927","0–4 Years","Coromandel","Female",1881,0.390672876578012
"1928","5–9 Years","Coromandel","Female",1950,0.390672876578012
"1929","10–14 Years","Coromandel","Female",2058,0.390672876578012
"1930","15–19 Years","Coromandel","Female",1659,0.390672876578012
"1931","20–24 Years","Coromandel","Female",1251,0.390672876578012
"1932","25–29 Years","Coromandel","Female",1338,0.390672876578012
"1933","30–34 Years","Coromandel","Female",1317,0.390672876578012
"1934","35–39 Years","Coromandel","Female",1737,0.390672876578012
"1935","40–44 Years","Coromandel","Female",2124,0.390672876578012
"1936","45–49 Years","Coromandel","Female",2361,0.390672876578012
"1937","50–54 Years","Coromandel","Female",2598,0.390672876578012
"1938","55–59 Years","Coromandel","Female",2538,0.390672876578012
"1939","60–64 Years","Coromandel","Female",2703,0.390672876578012
"1940","65–69 Years","Coromandel","Female",2661,0.390672876578012
"1941","70–74 Years","Coromandel","Female",2103,0.390672876578012
"1942","75–79 Years","Coromandel","Female",1422,0.390672876578012
"1943","80–84 Years","Coromandel","Female",1002,0.390672876578012
"1944","85 Years And Over","Coromandel","Female",981,0.390672876578012
"1945","0–4 Years","Kaikōura","Male",1941,0.395318715884911
"1946","5–9 Years","Kaikōura","Male",2031,0.395318715884911
"1947","10–14 Years","Kaikōura","Male",1923,0.395318715884911
"1948","15–19 Years","Kaikōura","Male",1785,0.395318715884911
"1949","20–24 Years","Kaikōura","Male",1377,0.395318715884911
"1950","25–29 Years","Kaikōura","Male",1449,0.395318715884911
"1951","30–34 Years","Kaikōura","Male",1473,0.395318715884911
"1952","35–39 Years","Kaikōura","Male",1767,0.395318715884911
"1953","40–44 Years","Kaikōura","Male",2073,0.395318715884911
"1954","45–49 Years","Kaikōura","Male",2163,0.395318715884911
"1955","50–54 Years","Kaikōura","Male",2448,0.395318715884911
"1956","55–59 Years","Kaikōura","Male",2325,0.395318715884911
"1957","60–64 Years","Kaikōura","Male",2334,0.395318715884911
"1958","65–69 Years","Kaikōura","Male",2124,0.395318715884911
"1959","70–74 Years","Kaikōura","Male",1626,0.395318715884911
"1960","75–79 Years","Kaikōura","Male",996,0.395318715884911
"1961","80–84 Years","Kaikōura","Male",660,0.395318715884911
"1962","85 Years And Over","Kaikōura","Male",492,0.395318715884911
"1963","0–4 Years","Kaikōura","Female",1947,0.395318715884911
"1964","5–9 Years","Kaikōura","Female",1872,0.395318715884911
"1965","10–14 Years","Kaikōura","Female",1896,0.395318715884911
"1966","15–19 Years","Kaikōura","Female",1740,0.395318715884911
"1967","20–24 Years","Kaikōura","Female",1314,0.395318715884911
"1968","25–29 Years","Kaikōura","Female",1494,0.395318715884911
"1969","30–34 Years","Kaikōura","Female",1680,0.395318715884911
"1970","35–39 Years","Kaikōura","Female",1896,0.395318715884911
"1971","40–44 Years","Kaikōura","Female",2295,0.395318715884911
"1972","45–49 Years","Kaikōura","Female",2454,0.395318715884911
"1973","50–54 Years","Kaikōura","Female",2577,0.395318715884911
"1974","55–59 Years","Kaikōura","Female",2343,0.395318715884911
"1975","60–64 Years","Kaikōura","Female",2328,0.395318715884911
"1976","65–69 Years","Kaikōura","Female",2082,0.395318715884911
"1977","70–74 Years","Kaikōura","Female",1521,0.395318715884911
"1978","75–79 Years","Kaikōura","Female",1023,0.395318715884911
"1979","80–84 Years","Kaikōura","Female",768,0.395318715884911
"1980","85 Years And Over","Kaikōura","Female",807,0.395318715884911
"1981","0–4 Years","Helensville","Male",2007,0.405873587482926
"1982","5–9 Years","Helensville","Male",2262,0.405873587482926
"1983","10–14 Years","Helensville","Male",2319,0.405873587482926
"1984","15–19 Years","Helensville","Male",2124,0.405873587482926
"1985","20–24 Years","Helensville","Male",1773,0.405873587482926
"1986","25–29 Years","Helensville","Male",1362,0.405873587482926
"1987","30–34 Years","Helensville","Male",1425,0.405873587482926
"1988","35–39 Years","Helensville","Male",1860,0.405873587482926
"1989","40–44 Years","Helensville","Male",2613,0.405873587482926
"1990","45–49 Years","Helensville","Male",2784,0.405873587482926
"1991","50–54 Years","Helensville","Male",2613,0.405873587482926
"1992","55–59 Years","Helensville","Male",2052,0.405873587482926
"1993","60–64 Years","Helensville","Male",1758,0.405873587482926
"1994","65–69 Years","Helensville","Male",1392,0.405873587482926
"1995","70–74 Years","Helensville","Male",885,0.405873587482926
"1996","75–79 Years","Helensville","Male",486,0.405873587482926
"1997","80–84 Years","Helensville","Male",279,0.405873587482926
"1998","85 Years And Over","Helensville","Male",210,0.405873587482926
"1999","0–4 Years","Helensville","Female",1803,0.405873587482926
"2000","5–9 Years","Helensville","Female",2151,0.405873587482926
"2001","10–14 Years","Helensville","Female",2187,0.405873587482926
"2002","15–19 Years","Helensville","Female",2046,0.405873587482926
"2003","20–24 Years","Helensville","Female",1647,0.405873587482926
"2004","25–29 Years","Helensville","Female",1380,0.405873587482926
"2005","30–34 Years","Helensville","Female",1620,0.405873587482926
"2006","35–39 Years","Helensville","Female",2115,0.405873587482926
"2007","40–44 Years","Helensville","Female",2877,0.405873587482926
"2008","45–49 Years","Helensville","Female",2796,0.405873587482926
"2009","50–54 Years","Helensville","Female",2604,0.405873587482926
"2010","55–59 Years","Helensville","Female",2049,0.405873587482926
"2011","60–64 Years","Helensville","Female",1731,0.405873587482926
"2012","65–69 Years","Helensville","Female",1296,0.405873587482926
"2013","70–74 Years","Helensville","Female",801,0.405873587482926
"2014","75–79 Years","Helensville","Female",459,0.405873587482926
"2015","80–84 Years","Helensville","Female",282,0.405873587482926
"2016","85 Years And Over","Helensville","Female",267,0.405873587482926
"2017","0–4 Years","Botany","Male",2199,0.419459356437216
"2018","5–9 Years","Botany","Male",2349,0.419459356437216
"2019","10–14 Years","Botany","Male",2394,0.419459356437216
"2020","15–19 Years","Botany","Male",2535,0.419459356437216
"2021","20–24 Years","Botany","Male",2157,0.419459356437216
"2022","25–29 Years","Botany","Male",1869,0.419459356437216
"2023","30–34 Years","Botany","Male",2028,0.419459356437216
"2024","35–39 Years","Botany","Male",1860,0.419459356437216
"2025","40–44 Years","Botany","Male",2178,0.419459356437216
"2026","45–49 Years","Botany","Male",2376,0.419459356437216
"2027","50–54 Years","Botany","Male",2151,0.419459356437216
"2028","55–59 Years","Botany","Male",1887,0.419459356437216
"2029","60–64 Years","Botany","Male",1587,0.419459356437216
"2030","65–69 Years","Botany","Male",1236,0.419459356437216
"2031","70–74 Years","Botany","Male",849,0.419459356437216
"2032","75–79 Years","Botany","Male",555,0.419459356437216
"2033","80–84 Years","Botany","Male",339,0.419459356437216
"2034","85 Years And Over","Botany","Male",228,0.419459356437216
"2035","0–4 Years","Botany","Female",2028,0.419459356437216
"2036","5–9 Years","Botany","Female",2172,0.419459356437216
"2037","10–14 Years","Botany","Female",2325,0.419459356437216
"2038","15–19 Years","Botany","Female",2343,0.419459356437216
"2039","20–24 Years","Botany","Female",2169,0.419459356437216
"2040","25–29 Years","Botany","Female",2205,0.419459356437216
"2041","30–34 Years","Botany","Female",2325,0.419459356437216
"2042","35–39 Years","Botany","Female",2175,0.419459356437216
"2043","40–44 Years","Botany","Female",2613,0.419459356437216
"2044","45–49 Years","Botany","Female",2664,0.419459356437216
"2045","50–54 Years","Botany","Female",2328,0.419459356437216
"2046","55–59 Years","Botany","Female",2019,0.419459356437216
"2047","60–64 Years","Botany","Female",1716,0.419459356437216
"2048","65–69 Years","Botany","Female",1317,0.419459356437216
"2049","70–74 Years","Botany","Female",930,0.419459356437216
"2050","75–79 Years","Botany","Female",642,0.419459356437216
"2051","80–84 Years","Botany","Female",432,0.419459356437216
"2052","85 Years And Over","Botany","Female",363,0.419459356437216
"2053","0–4 Years","Taupō","Male",2748,0.421502729653823
"2054","5–9 Years","Taupō","Male",2790,0.421502729653823
"2055","10–14 Years","Taupō","Male",2724,0.421502729653823
"2056","15–19 Years","Taupō","Male",2613,0.421502729653823
"2057","20–24 Years","Taupō","Male",1914,0.421502729653823
"2058","25–29 Years","Taupō","Male",1752,0.421502729653823
"2059","30–34 Years","Taupō","Male",1824,0.421502729653823
"2060","35–39 Years","Taupō","Male",2058,0.421502729653823
"2061","40–44 Years","Taupō","Male",2502,0.421502729653823
"2062","45–49 Years","Taupō","Male",2541,0.421502729653823
"2063","50–54 Years","Taupō","Male",2682,0.421502729653823
"2064","55–59 Years","Taupō","Male",2325,0.421502729653823
"2065","60–64 Years","Taupō","Male",2043,0.421502729653823
"2066","65–69 Years","Taupō","Male",1959,0.421502729653823
"2067","70–74 Years","Taupō","Male",1593,0.421502729653823
"2068","75–79 Years","Taupō","Male",1122,0.421502729653823
"2069","80–84 Years","Taupō","Male",750,0.421502729653823
"2070","85 Years And Over","Taupō","Male",447,0.421502729653823
"2071","0–4 Years","Taupō","Female",2661,0.421502729653823
"2072","5–9 Years","Taupō","Female",2664,0.421502729653823
"2073","10–14 Years","Taupō","Female",2718,0.421502729653823
"2074","15–19 Years","Taupō","Female",2343,0.421502729653823
"2075","20–24 Years","Taupō","Female",1977,0.421502729653823
"2076","25–29 Years","Taupō","Female",1971,0.421502729653823
"2077","30–34 Years","Taupō","Female",2070,0.421502729653823
"2078","35–39 Years","Taupō","Female",2268,0.421502729653823
"2079","40–44 Years","Taupō","Female",2808,0.421502729653823
"2080","45–49 Years","Taupō","Female",2727,0.421502729653823
"2081","50–54 Years","Taupō","Female",2793,0.421502729653823
"2082","55–59 Years","Taupō","Female",2361,0.421502729653823
"2083","60–64 Years","Taupō","Female",2244,0.421502729653823
"2084","65–69 Years","Taupō","Female",2112,0.421502729653823
"2085","70–74 Years","Taupō","Female",1668,0.421502729653823
"2086","75–79 Years","Taupō","Female",1158,0.421502729653823
"2087","80–84 Years","Taupō","Female",894,0.421502729653823
"2088","85 Years And Over","Taupō","Female",747,0.421502729653823
"2089","0–4 Years","Epsom","Male",1167,0.439730527253494
"2090","5–9 Years","Epsom","Male",1740,0.439730527253494
"2091","10–14 Years","Epsom","Male",2613,0.439730527253494
"2092","15–19 Years","Epsom","Male",2775,0.439730527253494
"2093","20–24 Years","Epsom","Male",2598,0.439730527253494
"2094","25–29 Years","Epsom","Male",2175,0.439730527253494
"2095","30–34 Years","Epsom","Male",1707,0.439730527253494
"2096","35–39 Years","Epsom","Male",1512,0.439730527253494
"2097","40–44 Years","Epsom","Male",2031,0.439730527253494
"2098","45–49 Years","Epsom","Male",2526,0.439730527253494
"2099","50–54 Years","Epsom","Male",2310,0.439730527253494
"2100","55–59 Years","Epsom","Male",1875,0.439730527253494
"2101","60–64 Years","Epsom","Male",1575,0.439730527253494
"2102","65–69 Years","Epsom","Male",1206,0.439730527253494
"2103","70–74 Years","Epsom","Male",804,0.439730527253494
"2104","75–79 Years","Epsom","Male",531,0.439730527253494
"2105","80–84 Years","Epsom","Male",393,0.439730527253494
"2106","85 Years And Over","Epsom","Male",327,0.439730527253494
"2107","0–4 Years","Epsom","Female",1083,0.439730527253494
"2108","5–9 Years","Epsom","Female",1740,0.439730527253494
"2109","10–14 Years","Epsom","Female",2403,0.439730527253494
"2110","15–19 Years","Epsom","Female",2532,0.439730527253494
"2111","20–24 Years","Epsom","Female",2682,0.439730527253494
"2112","25–29 Years","Epsom","Female",2298,0.439730527253494
"2113","30–34 Years","Epsom","Female",1881,0.439730527253494
"2114","35–39 Years","Epsom","Female",1794,0.439730527253494
"2115","40–44 Years","Epsom","Female",2640,0.439730527253494
"2116","45–49 Years","Epsom","Female",2907,0.439730527253494
"2117","50–54 Years","Epsom","Female",2481,0.439730527253494
"2118","55–59 Years","Epsom","Female",1875,0.439730527253494
"2119","60–64 Years","Epsom","Female",1662,0.439730527253494
"2120","65–69 Years","Epsom","Female",1230,0.439730527253494
"2121","70–74 Years","Epsom","Female",930,0.439730527253494
"2122","75–79 Years","Epsom","Female",603,0.439730527253494
"2123","80–84 Years","Epsom","Female",516,0.439730527253494
"2124","85 Years And Over","Epsom","Female",750,0.439730527253494
"2125","0–4 Years","North Shore","Male",1866,0.450545769241506
"2126","5–9 Years","North Shore","Male",2034,0.450545769241506
"2127","10–14 Years","North Shore","Male",2259,0.450545769241506
"2128","15–19 Years","North Shore","Male",2421,0.450545769241506
"2129","20–24 Years","North Shore","Male",2193,0.450545769241506
"2130","25–29 Years","North Shore","Male",1758,0.450545769241506
"2131","30–34 Years","North Shore","Male",1614,0.450545769241506
"2132","35–39 Years","North Shore","Male",1830,0.450545769241506
"2133","40–44 Years","North Shore","Male",2184,0.450545769241506
"2134","45–49 Years","North Shore","Male",2346,0.450545769241506
"2135","50–54 Years","North Shore","Male",2241,0.450545769241506
"2136","55–59 Years","North Shore","Male",1905,0.450545769241506
"2137","60–64 Years","North Shore","Male",1767,0.450545769241506
"2138","65–69 Years","North Shore","Male",1512,0.450545769241506
"2139","70–74 Years","North Shore","Male",1083,0.450545769241506
"2140","75–79 Years","North Shore","Male",690,0.450545769241506
"2141","80–84 Years","North Shore","Male",558,0.450545769241506
"2142","85 Years And Over","North Shore","Male",480,0.450545769241506
"2143","0–4 Years","North Shore","Female",1833,0.450545769241506
"2144","5–9 Years","North Shore","Female",1935,0.450545769241506
"2145","10–14 Years","North Shore","Female",2013,0.450545769241506
"2146","15–19 Years","North Shore","Female",2232,0.450545769241506
"2147","20–24 Years","North Shore","Female",2103,0.450545769241506
"2148","25–29 Years","North Shore","Female",1785,0.450545769241506
"2149","30–34 Years","North Shore","Female",1902,0.450545769241506
"2150","35–39 Years","North Shore","Female",2154,0.450545769241506
"2151","40–44 Years","North Shore","Female",2646,0.450545769241506
"2152","45–49 Years","North Shore","Female",2739,0.450545769241506
"2153","50–54 Years","North Shore","Female",2565,0.450545769241506
"2154","55–59 Years","North Shore","Female",2106,0.450545769241506
"2155","60–64 Years","North Shore","Female",1896,0.450545769241506
"2156","65–69 Years","North Shore","Female",1623,0.450545769241506
"2157","70–74 Years","North Shore","Female",1191,0.450545769241506
"2158","75–79 Years","North Shore","Female",885,0.450545769241506
"2159","80–84 Years","North Shore","Female",795,0.450545769241506
"2160","85 Years And Over","North Shore","Female",996,0.450545769241506
"2161","0–4 Years","Selwyn","Male",1986,0.468997541655285
"2162","5–9 Years","Selwyn","Male",2259,0.468997541655285
"2163","10–14 Years","Selwyn","Male",2160,0.468997541655285
"2164","15–19 Years","Selwyn","Male",2301,0.468997541655285
"2165","20–24 Years","Selwyn","Male",1824,0.468997541655285
"2166","25–29 Years","Selwyn","Male",1434,0.468997541655285
"2167","30–34 Years","Selwyn","Male",1416,0.468997541655285
"2168","35–39 Years","Selwyn","Male",1881,0.468997541655285
"2169","40–44 Years","Selwyn","Male",2484,0.468997541655285
"2170","45–49 Years","Selwyn","Male",2499,0.468997541655285
"2171","50–54 Years","Selwyn","Male",2427,0.468997541655285
"2172","55–59 Years","Selwyn","Male",2103,0.468997541655285
"2173","60–64 Years","Selwyn","Male",1800,0.468997541655285
"2174","65–69 Years","Selwyn","Male",1458,0.468997541655285
"2175","70–74 Years","Selwyn","Male",1026,0.468997541655285
"2176","75–79 Years","Selwyn","Male",600,0.468997541655285
"2177","80–84 Years","Selwyn","Male",342,0.468997541655285
"2178","85 Years And Over","Selwyn","Male",216,0.468997541655285
"2179","0–4 Years","Selwyn","Female",1845,0.468997541655285
"2180","5–9 Years","Selwyn","Female",2244,0.468997541655285
"2181","10–14 Years","Selwyn","Female",2100,0.468997541655285
"2182","15–19 Years","Selwyn","Female",1932,0.468997541655285
"2183","20–24 Years","Selwyn","Female",1392,0.468997541655285
"2184","25–29 Years","Selwyn","Female",1305,0.468997541655285
"2185","30–34 Years","Selwyn","Female",1575,0.468997541655285
"2186","35–39 Years","Selwyn","Female",2073,0.468997541655285
"2187","40–44 Years","Selwyn","Female",2601,0.468997541655285
"2188","45–49 Years","Selwyn","Female",2490,0.468997541655285
"2189","50–54 Years","Selwyn","Female",2322,0.468997541655285
"2190","55–59 Years","Selwyn","Female",1947,0.468997541655285
"2191","60–64 Years","Selwyn","Female",1761,0.468997541655285
"2192","65–69 Years","Selwyn","Female",1344,0.468997541655285
"2193","70–74 Years","Selwyn","Female",942,0.468997541655285
"2194","75–79 Years","Selwyn","Female",570,0.468997541655285
"2195","80–84 Years","Selwyn","Female",336,0.468997541655285
"2196","85 Years And Over","Selwyn","Female",246,0.468997541655285
"2197","0–4 Years","Tauranga","Male",2079,0.475155478617683
